applicant_id,age,annual_income,loan_amount,loan_term_months,dti_ratio,employment_years,past_defaults_count,credit_lines_count,repayment_history_score,is_default
CLIENT-12497,62,11889.09,19505.3,24,30.06,14.4,0,3,64.7,0
CLIENT-12498,59,38855.1,18584.25,48,40.84,5.3,0,3,86.9,0
CLIENT-12499,64,60715.43,11176.52,48,34.12,3.8,0,5,38.6,0
CLIENT-12500,30,28201.02,8485.19,60,25.76,1.1,0,10,70.6,0
CLIENT-12501,39,18423.36,15708.44,12,15.25,9.0,1,1,72.0,0
CLIENT-12502,38,46750.4,35025.1,36,59.05,1.1,1,3,56.0,0
CLIENT-12503,39,66236.84,22787.47,24,10.63,1.4,0,4,70.0,0
CLIENT-12504,45,61964.28,8580.71,36,10.09,1.1,0,2,77.2,0
CLIENT-12505,26,45231.35,6672.56,24,55.47,0.9,0,6,86.3,0
CLIENT-12506,43,38512.89,8225.94,24,64.82,15.3,0,10,65.7,0
CLIENT-12507,26,21175.34,5477.37,12,49.99,4.6,0,4,63.4,0
CLIENT-12508,32,61031.6,14811.91,36,10.84,5.1,2,1,61.0,0
CLIENT-12509,27,59040.21,23615.31,36,22.47,15.4,0,3,70.7,0
CLIENT-12510,41,18345.97,12708.95,24,63.45,1.3,2,7,56.0,1
CLIENT-12511,59,45192.56,44526.36,36,54.47,0.0,0,3,81.3,0
CLIENT-12512,25,53728.26,46295.04,24,41.17,4.6,0,6,45.7,0
CLIENT-12513,41,61652.45,16571.09,60,23.03,3.5,0,11,69.0,0
CLIENT-12514,33,34717.75,21836.9,36,10.79,3.2,0,6,49.3,0
CLIENT-12515,66,21708.51,7113.0,36,11.15,0.3,0,1,69.3,1
CLIENT-12516,43,26869.05,10377.92,48,43.66,3.0,0,2,82.1,0
CLIENT-12517,44,19843.86,32551.84,36,11.2,1.7,0,10,72.8,0
CLIENT-12518,54,35219.8,8906.26,48,64.65,1.6,1,11,61.0,0
CLIENT-12519,21,31315.51,37841.66,36,20.09,1.3,1,11,80.7,0
CLIENT-12520,67,131534.16,29108.77,60,49.09,2.0,0,6,29.0,0
CLIENT-12521,41,62118.94,22609.76,24,18.53,2.2,0,2,69.0,0
CLIENT-12522,36,64973.11,5878.83,60,39.71,1.8,2,2,57.5,1
CLIENT-12523,53,48185.41,10738.7,48,14.43,19.3,1,4,77.4,0
CLIENT-12524,56,29132.49,20972.06,36,52.17,13.5,0,8,32.0,0
CLIENT-12525,27,30784.48,6700.76,36,42.17,4.3,1,6,63.0,1
CLIENT-12526,42,32522.21,11695.34,36,14.74,19.8,0,8,60.4,0
CLIENT-12527,35,40657.56,22617.78,12,56.67,23.7,0,4,83.6,0
CLIENT-12528,36,45867.03,8975.73,24,40.09,2.2,0,11,58.1,0
CLIENT-12529,53,36330.95,7387.04,60,60.69,2.9,0,3,66.7,0
CLIENT-12530,27,30504.85,3787.49,36,60.41,16.0,1,7,71.1,0
CLIENT-12531,50,25426.08,10191.98,36,60.63,4.7,0,7,69.6,1
CLIENT-12532,67,15747.09,22953.53,48,14.28,1.2,0,2,69.3,1
CLIENT-12533,22,78435.15,7251.53,36,16.65,5.8,1,1,70.9,0
CLIENT-12534,64,136396.01,13527.91,12,64.32,1.2,1,11,70.0,0
CLIENT-12535,66,74578.09,11419.22,48,36.82,2.1,0,8,100.0,0
CLIENT-12536,52,17061.17,8377.99,48,23.1,1.3,0,3,43.1,0
CLIENT-12537,61,58233.14,24014.04,24,52.33,1.4,0,6,58.1,0
CLIENT-12538,51,67121.91,42175.32,60,24.54,0.0,0,7,69.3,0
CLIENT-12539,50,28507.92,26985.0,24,50.0,10.6,0,8,86.7,0
CLIENT-12540,38,48696.2,8207.84,36,56.05,1.8,0,6,84.3,1
CLIENT-12541,34,27617.87,53887.62,24,53.13,0.5,0,7,85.6,0
CLIENT-12542,39,90885.65,26929.62,36,25.07,0.5,1,5,69.5,0
CLIENT-12543,65,45216.74,9699.7,36,32.09,4.1,1,3,88.6,0
CLIENT-12544,54,20946.08,7764.14,36,32.73,24.8,0,2,61.0,0
CLIENT-12545,32,54278.57,29281.98,48,37.02,0.8,0,7,83.7,0
CLIENT-12546,52,68546.55,15087.75,12,19.21,0.5,1,8,72.8,0
CLIENT-12547,45,40899.74,7364.78,48,34.89,2.9,0,8,73.1,0
CLIENT-12548,24,48419.84,12044.02,36,38.09,4.1,0,3,50.2,0
CLIENT-12549,49,34826.99,10046.33,60,39.24,1.7,0,2,43.4,0
CLIENT-12550,28,18387.6,7503.75,36,55.09,1.8,0,9,65.6,0
CLIENT-12551,27,33155.36,27179.28,12,38.45,2.8,0,6,68.6,0
CLIENT-12552,26,49703.16,23091.2,12,22.69,1.9,0,10,53.2,0
CLIENT-12553,31,33630.34,24028.09,48,46.47,12.3,0,3,83.9,0
CLIENT-12554,30,58715.51,23795.92,48,53.85,0.2,3,5,57.6,1
CLIENT-12555,42,28701.11,7035.87,36,27.57,1.3,2,1,78.6,0
CLIENT-12556,19,29853.15,8755.34,36,45.49,8.3,2,2,65.6,1
CLIENT-12557,52,59794.68,37088.43,36,18.08,9.0,1,9,81.7,0
CLIENT-12558,24,41486.01,14409.0,60,28.81,0.6,0,10,52.0,1
CLIENT-12559,38,28366.58,4772.71,60,60.01,18.2,0,11,45.9,0
CLIENT-12560,35,67527.03,15550.7,60,60.12,5.9,0,10,78.1,0
CLIENT-12561,20,24022.8,21127.99,48,41.64,1.6,0,3,82.8,0
CLIENT-12562,59,23478.27,19280.1,60,48.63,3.0,0,8,74.7,0
CLIENT-12563,56,6649.72,6929.14,24,56.97,1.8,0,10,56.7,1
CLIENT-12564,58,26045.98,50046.36,48,62.72,0.8,3,8,80.1,1
CLIENT-12565,66,79636.68,4673.13,48,36.94,1.7,0,5,78.5,0
CLIENT-12566,28,10473.72,14438.12,60,40.89,4.3,0,8,52.9,0
CLIENT-12567,56,20513.69,45052.65,36,32.86,8.7,0,2,76.7,0
CLIENT-12568,41,47261.02,20214.59,12,13.96,2.3,0,2,72.1,0
CLIENT-12569,63,9443.48,23989.07,36,33.25,2.1,2,4,71.6,0
CLIENT-12570,36,26731.04,6391.89,36,53.48,3.2,0,8,49.3,1
CLIENT-12571,21,72006.95,17033.42,24,54.27,5.2,0,2,82.3,0
CLIENT-12572,43,123724.86,13021.77,36,59.08,7.0,2,4,61.9,0
CLIENT-12573,55,43223.86,6057.0,36,12.83,2.0,0,8,60.3,0
CLIENT-12574,59,20829.38,24478.49,36,38.99,4.4,0,3,76.8,0
CLIENT-12575,49,20412.91,7527.81,36,15.91,2.5,0,8,66.7,0
CLIENT-12576,56,39614.27,8179.23,24,21.04,6.3,0,2,48.5,0
CLIENT-12577,62,42983.77,18084.41,60,59.51,0.9,0,1,92.9,0
CLIENT-12578,63,110719.72,12085.1,48,37.32,1.5,1,6,73.4,0
CLIENT-12579,53,65022.13,15040.5,12,51.72,2.8,2,8,69.7,0
CLIENT-12580,57,38195.15,11577.86,48,13.54,11.0,0,9,69.5,0
CLIENT-12581,54,29699.21,35923.34,48,32.93,4.3,0,10,70.2,0
CLIENT-12582,50,221643.83,6991.7,12,47.08,16.8,1,8,71.4,0
CLIENT-12583,53,52889.33,9649.23,36,17.34,0.5,0,2,87.1,0
CLIENT-12584,20,24312.57,18710.12,36,27.92,3.1,3,1,93.7,1
CLIENT-12585,26,31736.61,6690.59,36,13.55,2.7,0,7,65.7,0
CLIENT-12586,25,21451.01,6486.27,48,45.82,4.6,0,7,80.1,0
CLIENT-12587,50,8580.7,14712.03,36,63.4,8.4,0,3,79.4,1
CLIENT-12588,23,43808.83,24517.62,24,55.49,9.2,0,6,80.3,0
CLIENT-12589,58,105817.64,26863.25,60,63.6,5.5,0,7,89.1,0
CLIENT-12590,56,13652.33,14245.81,24,56.51,5.1,1,9,82.8,1
CLIENT-12591,21,37539.82,8345.75,48,57.04,14.9,0,1,76.3,0
CLIENT-12592,30,23762.34,16203.2,24,41.74,2.4,1,3,60.5,0
CLIENT-12593,66,49657.34,19856.7,36,38.5,8.9,0,5,74.5,0
CLIENT-12594,19,32748.16,16047.41,36,32.34,12.7,0,3,54.3,1
CLIENT-12595,22,16058.08,31695.15,24,55.0,3.4,1,8,76.9,0
CLIENT-12596,61,20157.62,6568.8,36,20.01,6.5,3,10,74.8,1
CLIENT-12597,44,22066.58,8201.86,24,13.09,2.4,1,6,48.5,0
CLIENT-12598,49,81356.09,28760.1,36,62.13,0.9,1,2,63.0,0
CLIENT-12599,38,78901.5,4764.21,36,10.21,4.4,0,1,58.9,0
CLIENT-12600,25,30127.43,9158.43,12,63.73,1.1,1,10,80.5,1
CLIENT-12601,55,75862.83,8005.8,48,50.09,3.1,0,5,65.6,0
CLIENT-12602,25,32731.39,4469.61,24,28.07,10.3,0,11,48.7,0
CLIENT-12603,67,29851.86,11719.34,24,48.38,0.4,0,9,76.7,0
CLIENT-12604,20,37581.63,22525.55,36,54.98,0.2,1,10,73.1,1
CLIENT-12605,61,43083.49,14904.67,36,23.49,4.7,0,9,71.9,0
CLIENT-12606,20,26022.92,23382.02,36,52.4,2.0,0,1,53.5,0
CLIENT-12607,39,36795.08,30772.27,24,54.24,2.7,0,3,78.8,0
CLIENT-12608,23,58243.83,10199.13,48,23.71,2.6,0,6,68.3,0
CLIENT-12609,19,39250.67,85203.02,36,12.31,0.5,1,5,67.4,0
CLIENT-12610,40,37259.78,10490.33,24,21.23,0.0,0,4,51.1,1
CLIENT-12611,61,48849.93,11512.96,36,21.04,11.4,0,2,51.7,0
CLIENT-12612,19,54177.64,8140.98,48,13.59,1.2,0,4,100.0,0
CLIENT-12613,55,34976.46,19570.38,36,49.93,2.8,0,5,52.7,0
CLIENT-12614,34,27323.2,10901.41,24,30.9,17.9,0,2,38.4,0
CLIENT-12615,52,40681.23,12641.94,36,58.64,8.8,0,10,64.2,0
CLIENT-12616,51,13955.4,11572.08,24,23.87,0.6,0,1,67.1,0
CLIENT-12617,40,32010.1,11389.72,36,34.93,3.6,0,7,56.2,1
CLIENT-12618,47,8242.54,14925.11,48,45.15,6.5,1,7,57.7,1
CLIENT-12619,69,13286.78,9748.25,36,58.26,6.0,3,8,68.2,1
CLIENT-12620,25,12140.33,10073.8,36,38.85,7.2,0,10,75.5,0
CLIENT-12621,39,68078.11,28310.73,60,30.54,3.1,0,6,49.0,0
CLIENT-12622,61,36621.44,10878.4,36,57.69,1.0,1,1,64.1,0
CLIENT-12623,53,17030.66,17474.3,36,27.06,3.1,0,8,70.0,0
CLIENT-12624,22,48758.73,7167.81,24,14.37,5.2,0,2,66.4,0
CLIENT-12625,30,65722.24,9786.09,36,34.48,4.7,0,3,59.7,0
CLIENT-12626,46,49271.02,5637.57,36,53.18,0.4,2,8,54.6,0
CLIENT-12627,48,32427.88,48927.92,36,11.69,0.3,0,4,95.9,0
CLIENT-12628,64,41751.55,34990.15,60,42.22,16.8,0,5,34.9,0
CLIENT-12629,33,62373.63,20268.46,48,42.7,0.8,0,9,85.4,0
CLIENT-12630,59,27404.23,60220.73,48,61.07,1.7,0,11,52.9,1
CLIENT-12631,47,36972.15,22907.06,36,25.76,7.3,0,7,73.6,0
CLIENT-12632,33,31122.43,11844.48,36,25.34,2.6,0,10,71.2,0
CLIENT-12633,29,13793.47,17339.87,24,34.23,1.0,1,7,54.4,0
CLIENT-12634,34,62940.24,34632.59,36,29.63,3.1,0,1,67.1,0
CLIENT-12635,33,124786.94,7214.0,48,50.5,4.2,0,1,64.0,0
CLIENT-12636,29,21498.17,5878.33,36,45.3,3.0,0,8,70.4,0
CLIENT-12637,25,64705.93,17752.03,48,51.74,12.6,0,10,89.2,0
CLIENT-12638,37,21912.31,8859.14,24,55.1,1.7,2,1,91.3,0
CLIENT-12639,20,39327.24,2746.46,36,60.76,5.4,0,10,58.5,0
CLIENT-12640,33,89752.16,5596.78,36,33.7,0.6,0,2,75.2,0
CLIENT-12641,47,26575.28,10742.93,36,64.16,2.5,0,4,85.3,0
CLIENT-12642,62,35996.9,13818.07,48,21.86,6.8,0,9,63.5,0
CLIENT-12643,40,12321.47,14109.14,60,49.29,1.3,2,7,79.0,1
CLIENT-12644,45,24379.0,54373.79,24,39.37,4.5,0,7,100.0,1
CLIENT-12645,68,11570.76,11552.56,24,54.93,0.8,0,10,52.9,1
CLIENT-12646,57,46981.39,16231.16,24,36.22,0.5,0,7,77.2,0
CLIENT-12647,22,59813.25,4280.72,36,53.12,3.7,1,5,54.9,0
CLIENT-12648,37,31793.56,13071.7,36,61.16,5.6,0,1,60.6,0
CLIENT-12649,57,43110.94,16880.92,48,50.28,0.6,0,5,62.9,0
CLIENT-12650,61,29868.56,5101.65,36,52.69,12.5,0,8,76.6,0
CLIENT-12651,18,56631.87,6947.98,36,13.69,1.3,2,7,100.0,0
CLIENT-12652,47,39248.84,18815.16,48,21.27,0.6,0,7,61.0,0
CLIENT-12653,38,11032.51,9114.04,36,63.59,1.1,0,2,85.1,1
CLIENT-12654,37,63830.63,12434.38,36,48.13,0.9,0,1,56.5,1
CLIENT-12655,23,28746.59,19507.3,12,40.88,0.5,0,4,63.4,1
CLIENT-12656,39,16945.75,55592.89,36,30.18,8.0,0,8,89.7,0
CLIENT-12657,35,27907.19,11438.62,36,12.44,3.4,0,1,84.4,0
CLIENT-12658,25,11599.97,46094.03,36,30.3,2.5,0,2,63.8,0
CLIENT-12659,56,17155.37,3390.93,60,37.44,15.0,0,7,60.9,1
CLIENT-12660,49,39567.75,14821.79,60,21.63,2.3,0,5,77.0,0
CLIENT-12661,50,41607.14,10573.83,48,19.52,0.9,0,6,60.2,0
CLIENT-12662,33,43645.84,9202.94,36,37.96,1.6,0,8,62.8,0
CLIENT-12663,29,36385.51,21176.5,48,42.22,1.4,1,9,64.0,0
CLIENT-12664,55,23963.35,11496.13,36,23.2,3.5,0,8,67.3,0
CLIENT-12665,69,35148.05,3237.42,24,42.31,1.7,0,1,61.3,0
CLIENT-12666,51,27936.11,4394.64,36,59.52,3.6,1,11,45.5,0
CLIENT-12667,31,13691.51,22146.15,12,36.02,5.5,0,4,93.3,0
CLIENT-12668,53,22846.45,4246.88,36,57.16,7.5,0,5,82.3,0
CLIENT-12669,50,61927.82,22565.44,36,61.0,6.2,0,9,68.7,1
CLIENT-12670,40,94181.26,14579.06,60,15.08,1.2,0,6,58.9,0
CLIENT-12671,67,53678.35,11858.51,36,15.27,0.6,0,6,88.0,0
CLIENT-12672,62,91694.59,12619.12,60,36.18,3.9,0,3,77.0,0
CLIENT-12673,19,38224.55,19155.22,24,42.35,1.1,0,2,60.3,0
CLIENT-12674,58,103303.41,5859.15,24,33.42,0.4,1,2,77.6,0
CLIENT-12675,38,124578.72,13761.14,36,27.95,3.7,0,7,71.2,0
CLIENT-12676,19,12834.84,6017.02,36,45.25,2.0,0,5,72.0,1
CLIENT-12677,44,41477.07,14981.2,12,10.11,7.1,3,10,82.9,0
CLIENT-12678,26,38248.44,21005.38,24,63.24,1.9,0,1,77.5,0
CLIENT-12679,18,28156.62,15005.35,36,22.76,19.2,1,5,82.8,0
CLIENT-12680,28,48783.59,20455.8,36,60.44,7.1,0,11,97.5,1
CLIENT-12681,20,37222.74,8184.44,48,16.0,0.3,0,1,78.8,0
CLIENT-12682,69,23358.84,12790.7,36,23.09,3.6,2,9,100.0,1
CLIENT-12683,40,35740.4,11309.71,24,22.92,4.1,0,8,87.9,0
CLIENT-12684,43,74813.73,10803.14,48,64.79,5.9,0,4,66.3,0
CLIENT-12685,21,40518.86,7627.77,24,10.25,3.4,0,11,47.3,0
CLIENT-12686,35,52900.75,9874.63,48,45.18,3.3,0,1,88.1,0
CLIENT-12687,23,30753.78,6130.96,48,57.83,2.3,0,11,50.6,0
CLIENT-12688,52,47630.97,4080.98,60,46.98,1.6,0,8,72.3,0
CLIENT-12689,39,17579.19,8180.42,36,29.95,14.6,0,5,80.8,0
CLIENT-12690,60,26907.7,20705.85,36,62.71,1.9,0,1,53.9,1
CLIENT-12691,32,34145.94,15738.2,36,59.14,0.3,0,2,60.6,0
CLIENT-12692,39,16885.3,5543.48,36,33.87,0.9,0,5,54.0,0
CLIENT-12693,54,22067.69,10054.67,36,41.53,9.7,0,9,100.0,0
CLIENT-12694,69,43820.94,21692.57,36,63.21,4.4,0,10,81.0,0
CLIENT-12695,59,39257.55,9760.08,48,64.04,7.5,0,8,59.1,0
CLIENT-12696,29,58913.13,4952.08,12,34.74,8.3,1,11,46.9,0
CLIENT-12697,64,25328.7,64882.94,48,56.6,8.7,0,10,56.9,1
CLIENT-12698,66,37592.56,11886.15,48,26.61,4.0,0,8,60.6,0
CLIENT-12699,59,24267.17,5916.47,36,30.45,1.0,0,9,61.7,0
CLIENT-12700,55,55474.41,15061.31,36,19.07,0.8,0,2,81.9,0
CLIENT-12701,35,74194.68,12582.69,36,21.51,4.3,0,7,48.8,0
CLIENT-12702,62,48532.79,4541.29,60,46.13,2.3,0,10,86.3,0
CLIENT-12703,52,68645.89,14262.06,24,38.09,4.1,0,5,42.9,1
CLIENT-12704,47,37030.6,26598.63,36,22.71,3.5,0,3,68.9,0
CLIENT-12705,41,58885.86,11349.88,36,32.16,4.6,3,10,59.6,1
CLIENT-12706,59,37996.55,3158.53,60,30.53,0.2,0,8,84.9,0
CLIENT-12707,47,19634.49,16972.42,48,64.3,0.2,0,2,91.6,0
CLIENT-12708,31,42109.68,20374.31,36,56.95,6.4,1,4,82.1,0
CLIENT-12709,23,19986.69,8861.86,24,31.34,1.1,0,5,76.6,0
CLIENT-12710,20,147779.62,8907.57,36,60.27,5.3,0,5,66.0,0
CLIENT-12711,33,29719.16,64893.28,24,28.84,4.0,0,4,90.1,0
CLIENT-12712,24,53477.84,8427.45,48,46.73,20.0,0,3,55.0,1
CLIENT-12713,69,36046.03,6091.71,48,63.17,9.0,1,3,76.7,1
CLIENT-12714,31,17323.72,13596.67,48,31.47,2.7,0,5,86.3,0
CLIENT-12715,26,11624.69,19978.05,36,47.39,4.8,1,10,83.7,0
CLIENT-12716,32,56920.36,19393.7,36,26.28,0.6,0,6,77.9,0
CLIENT-12717,38,92005.58,2374.05,24,24.65,2.4,1,1,77.5,0
CLIENT-12718,52,23367.88,8412.62,36,41.58,6.6,0,11,83.4,0
CLIENT-12719,19,13439.92,29942.13,24,63.86,4.9,1,4,68.0,1
CLIENT-12720,44,29878.74,16792.42,48,34.92,3.3,0,10,91.4,0
CLIENT-12721,19,20696.7,5624.83,24,61.57,1.0,0,10,100.0,0
CLIENT-12722,52,24583.0,31878.48,48,60.29,8.1,0,6,42.3,1
CLIENT-12723,35,52377.07,26250.19,36,23.96,1.6,0,2,64.1,0
CLIENT-12724,31,35232.43,10854.98,36,32.1,8.6,0,10,53.3,0
CLIENT-12725,37,22077.08,24726.41,24,45.38,4.7,0,5,60.2,1
CLIENT-12726,35,51694.18,54167.1,36,38.49,2.3,0,11,71.9,0
CLIENT-12727,27,54183.05,6386.45,36,15.28,0.2,0,9,77.1,0
CLIENT-12728,42,29666.26,19708.64,48,64.65,1.3,0,3,67.5,0
CLIENT-12729,19,39448.45,53645.95,24,51.4,11.0,0,3,79.5,0
CLIENT-12730,42,49627.54,21101.95,48,34.07,8.5,0,9,59.0,0
CLIENT-12731,50,46894.79,7878.81,48,44.0,4.3,0,3,63.9,0
CLIENT-12732,53,37211.33,15791.69,24,14.82,3.1,0,4,79.7,0
CLIENT-12733,48,85780.9,34853.83,48,37.24,5.2,0,9,65.0,0
CLIENT-12734,31,51513.98,6561.43,36,61.2,3.1,2,4,50.7,0
CLIENT-12735,18,27711.22,13081.21,48,59.31,5.2,0,5,100.0,0
CLIENT-12736,63,27811.32,11266.2,24,28.56,1.8,0,2,84.1,0
CLIENT-12737,33,25981.71,8587.06,24,39.23,9.1,0,8,72.4,0
CLIENT-12738,63,53064.98,15820.92,24,48.36,6.1,0,9,83.4,0
CLIENT-12739,69,24993.01,12450.27,36,28.7,2.0,0,10,76.3,0
CLIENT-12740,20,28143.19,20959.45,48,13.57,8.9,0,4,46.2,0
CLIENT-12741,52,68515.37,29693.36,48,37.8,3.3,0,3,72.3,0
CLIENT-12742,58,40740.55,5480.87,60,43.09,1.0,0,4,59.1,0
CLIENT-12743,23,74542.12,14006.43,12,10.32,0.4,0,7,71.7,0
CLIENT-12744,42,58620.28,12872.03,12,15.26,6.0,0,1,76.1,0
CLIENT-12745,30,17925.81,15404.12,36,21.4,10.0,0,11,84.3,0
CLIENT-12746,51,34156.91,13215.83,24,29.14,8.2,2,11,55.2,1
CLIENT-12747,25,65773.31,6724.66,36,39.76,5.3,3,2,55.8,1
CLIENT-12748,38,17443.01,36987.11,36,26.16,0.8,1,10,62.9,0
CLIENT-12749,51,46715.28,49837.99,24,25.19,0.5,1,5,92.0,0
CLIENT-12750,21,35470.55,19590.95,36,57.81,2.1,0,9,64.5,0
CLIENT-12751,42,12671.7,20305.99,36,17.98,9.7,0,6,78.0,0
CLIENT-12752,32,39018.67,14643.24,36,37.25,16.3,0,3,69.2,0
CLIENT-12753,21,21971.89,26329.42,48,62.41,1.4,0,3,64.1,0
CLIENT-12754,62,18023.09,2415.83,24,44.38,7.2,1,7,72.0,0
CLIENT-12755,29,36515.22,13323.66,60,49.45,4.3,0,3,81.9,0
CLIENT-12756,49,11401.36,8947.78,36,33.72,0.2,0,10,80.1,0
CLIENT-12757,49,24231.91,14795.42,60,11.1,3.9,0,3,51.9,0
CLIENT-12758,45,167829.62,28705.36,24,45.54,8.2,0,10,75.0,0
CLIENT-12759,30,53644.46,13538.92,36,44.76,1.6,0,7,94.5,0
CLIENT-12760,48,21399.98,10380.2,36,16.07,11.4,0,9,74.6,0
CLIENT-12761,31,84330.56,5002.59,48,35.42,1.3,3,9,87.0,0
CLIENT-12762,37,20025.74,12375.9,36,60.34,0.4,0,3,96.1,0
CLIENT-12763,35,26050.26,21388.19,36,21.28,0.9,0,8,72.5,0
CLIENT-12764,46,18227.54,7414.84,60,35.36,9.1,0,1,69.1,0
CLIENT-12765,23,42346.79,3286.77,36,35.36,2.7,0,8,76.4,0
CLIENT-12766,49,82551.51,65641.81,24,54.59,8.0,0,11,89.3,0
CLIENT-12767,46,19942.26,16892.46,36,55.35,3.8,0,2,67.6,0
CLIENT-12768,60,10548.45,11440.31,36,51.76,3.3,0,4,52.8,0
CLIENT-12769,19,69883.16,35372.73,36,30.1,8.2,0,7,75.4,0
CLIENT-12770,40,92252.1,14750.55,36,13.96,2.8,0,6,83.9,0
CLIENT-12771,36,10970.35,33942.47,60,29.22,8.1,0,9,76.0,0
CLIENT-12772,48,47859.87,31966.79,48,47.39,0.5,1,8,76.6,0
CLIENT-12773,68,41601.99,5474.39,24,48.65,5.1,0,2,69.4,0
CLIENT-12774,22,22640.93,18434.81,24,63.08,6.1,0,4,66.5,0
CLIENT-12775,36,15730.97,44698.71,60,34.95,11.5,1,1,89.1,0
CLIENT-12776,51,65844.44,6640.51,48,44.78,1.3,0,7,43.2,0
CLIENT-12777,27,40434.65,6697.82,60,39.66,4.6,0,4,71.4,0
CLIENT-12778,42,42304.8,7539.86,36,18.28,2.8,0,8,55.3,0
CLIENT-12779,19,25007.68,24916.69,48,35.37,2.4,1,2,69.5,0
CLIENT-12780,28,22445.7,16302.44,48,39.97,0.6,1,8,74.0,0
CLIENT-12781,67,8324.98,3445.97,24,62.29,0.7,0,2,77.6,0
CLIENT-12782,48,31671.84,16960.84,36,30.16,9.1,0,11,72.1,0
CLIENT-12783,32,86102.68,11199.89,36,63.91,6.9,0,8,90.9,0
CLIENT-12784,26,21286.9,12349.95,36,39.83,2.4,2,1,71.6,0
CLIENT-12785,40,14567.54,7435.98,48,23.34,8.8,0,2,54.1,0
CLIENT-12786,36,47164.59,17047.87,48,20.54,0.4,1,5,85.5,1
CLIENT-12787,26,52682.99,27870.41,48,17.79,4.9,0,1,75.0,0
CLIENT-12788,52,25551.63,8523.85,48,34.91,10.1,0,5,55.6,0
CLIENT-12789,38,29458.6,4114.53,36,11.21,9.1,0,5,81.0,0
CLIENT-12790,26,42546.03,10805.6,36,34.48,2.3,0,7,61.6,0
CLIENT-12791,45,33079.54,22683.67,48,64.36,6.8,0,2,84.0,0
CLIENT-12792,63,66176.3,9949.51,36,46.86,2.8,0,2,51.1,0
CLIENT-12793,68,156740.3,4683.1,24,51.79,9.2,0,6,68.1,0
CLIENT-12794,24,13023.39,22794.4,36,16.55,3.8,0,11,76.5,0
CLIENT-12795,33,75951.71,35980.91,24,36.02,7.2,1,10,54.0,0
CLIENT-12796,33,38683.01,13548.23,36,25.74,0.4,0,3,77.8,0
CLIENT-12797,50,83526.61,4341.38,36,59.18,4.5,0,8,85.5,0
CLIENT-12798,21,56084.38,10694.86,24,19.97,4.0,0,3,66.9,0
CLIENT-12799,21,37672.81,14854.78,60,35.23,4.7,0,10,75.9,0
CLIENT-12800,56,57297.59,7579.49,48,42.34,5.9,0,4,58.1,0
CLIENT-12801,57,28667.13,20097.7,48,38.27,12.5,0,7,100.0,0
CLIENT-12802,34,22820.61,7078.22,36,55.66,7.7,0,1,70.1,0
CLIENT-12803,54,59072.33,13601.55,48,22.73,1.2,0,1,75.0,0
CLIENT-12804,56,21881.63,11386.4,48,30.76,8.7,0,9,66.0,0
CLIENT-12805,69,53392.39,20559.91,36,53.56,0.7,0,6,60.1,0
CLIENT-12806,46,36991.69,13226.95,60,39.04,4.9,2,5,84.5,0
CLIENT-12807,69,8976.23,11642.95,24,32.12,10.7,0,2,33.9,0
CLIENT-12808,53,25728.91,7615.91,60,11.62,0.5,0,2,42.6,0
CLIENT-12809,55,44395.92,13688.87,36,51.44,9.5,1,7,74.8,0
CLIENT-12810,56,28464.12,11135.07,36,63.47,8.0,2,6,64.5,1
CLIENT-12811,67,7879.04,7263.59,24,44.12,3.5,0,8,82.7,0
CLIENT-12812,54,80213.74,14937.7,36,57.11,1.8,0,3,62.2,0
CLIENT-12813,69,40200.11,17236.42,36,38.43,2.6,0,3,44.9,1
CLIENT-12814,52,47393.65,10541.92,60,22.74,17.3,0,5,69.0,0
CLIENT-12815,24,27338.04,25644.86,60,10.79,1.1,0,10,66.0,1
CLIENT-12816,44,49955.8,16071.17,60,45.94,4.3,2,4,53.8,0
CLIENT-12817,45,109195.17,5438.74,36,37.12,0.4,0,8,81.8,0
CLIENT-12818,39,23364.11,34070.11,60,53.02,1.2,0,6,75.4,0
CLIENT-12819,31,98736.27,22854.23,36,48.21,7.2,1,8,55.2,0
CLIENT-12820,24,46126.29,26937.69,48,64.34,1.8,0,7,47.0,1
CLIENT-12821,54,21554.51,17682.88,24,38.07,21.3,0,2,75.3,0
CLIENT-12822,39,136958.66,2600.84,36,33.49,3.5,1,9,55.7,0
CLIENT-12823,22,45935.07,28705.18,60,25.77,3.6,2,11,55.6,1
CLIENT-12824,19,54496.25,13940.47,60,36.23,0.2,0,6,68.4,0
CLIENT-12825,44,30896.21,17107.18,36,58.01,15.7,0,11,70.7,0
CLIENT-12826,38,22521.01,19501.93,48,12.33,1.0,0,11,77.5,0
CLIENT-12827,55,40162.46,51812.88,24,63.78,3.9,0,6,85.9,0
CLIENT-12828,32,93796.07,9114.7,48,64.63,2.5,0,2,63.0,0
CLIENT-12829,38,30157.96,9280.94,36,42.88,2.7,0,9,78.8,0
CLIENT-12830,27,35737.26,7363.39,12,28.23,5.2,1,1,67.4,1
CLIENT-12831,40,87011.63,6317.26,24,22.27,5.4,1,6,87.7,0
CLIENT-12832,56,30327.31,6399.2,24,25.21,0.8,1,8,57.3,0
CLIENT-12833,22,49323.99,3654.68,48,12.76,3.5,0,2,77.9,0
CLIENT-12834,18,61476.5,18009.58,24,36.13,7.8,0,3,57.6,0
CLIENT-12835,30,32271.23,53715.91,36,13.15,2.9,1,10,56.4,0
