transaction_id,amount_usd,distance_from_home_km,transaction_hour,is_new_device,velocity_txn_per_min,failed_pin_attempts,is_foreign_country,is_fraud
TXN-104383,55.5,0.5,14,0,1,0,0,0
TXN-104384,143.22,3.6,6,0,1,0,0,0
TXN-104385,19.85,2.0,19,0,1,0,0,0
TXN-104386,63.56,4.9,15,0,1,0,0,0
TXN-104387,10.57,1.5,9,0,1,0,0,0
TXN-104388,25.54,7.8,17,0,1,0,0,0
TXN-104389,50.98,3.4,10,0,2,0,1,0
TXN-104390,20.43,2.1,13,0,1,0,0,0
TXN-104391,42.59,8.0,14,0,1,0,0,0
TXN-104392,21.79,11.9,8,0,1,0,0,0
TXN-104393,52.34,0.8,10,0,1,0,0,0
TXN-104394,11.41,7.2,12,0,2,0,0,0
TXN-104395,18.44,8.4,15,0,1,0,0,0
TXN-104396,17.8,30.4,16,0,1,0,0,0
TXN-104397,18.29,0.1,11,0,1,1,0,0
TXN-104398,77.1,11.4,13,0,1,0,0,0
TXN-104399,39.66,31.5,15,0,1,0,0,0
TXN-104400,39.08,4.4,8,0,1,0,0,0
TXN-104401,35.39,4.1,17,0,2,0,0,0
TXN-104402,23.37,0.4,10,0,1,0,0,0
TXN-104403,204.02,0.3,20,0,1,0,0,0
TXN-104404,122.04,2.0,13,0,1,0,0,0
TXN-104405,32.35,1.0,19,0,2,0,0,0
TXN-104406,22.64,10.9,14,0,1,1,0,0
TXN-104407,46.62,2.9,22,0,1,0,0,0
TXN-104408,33.48,8.8,14,0,1,0,0,0
TXN-104409,100.05,4.0,10,0,2,0,0,0
TXN-104410,74.8,139.7,3,1,6,2,1,1
TXN-104411,68.49,1.3,6,0,1,0,0,0
TXN-104412,86.0,5.7,11,0,1,0,1,0
TXN-104413,48.17,2.4,8,0,1,0,0,0
TXN-104414,257.85,4.1,7,0,2,0,0,0
TXN-104415,66.26,6.3,12,0,1,0,0,0
TXN-104416,31.77,4.9,8,0,1,0,0,0
TXN-104417,71.96,1.6,13,0,1,0,0,0
TXN-104418,21.38,5.8,21,0,1,1,0,0
TXN-104419,44.73,13.6,17,0,1,0,0,0
TXN-104420,37.96,7.1,14,1,1,0,0,0
TXN-104421,67.23,0.1,20,0,1,0,0,0
TXN-104422,35.52,7.9,9,0,2,0,0,0
TXN-104423,64.69,7.2,21,0,1,0,0,0
TXN-104424,60.87,1.1,14,0,1,0,0,0
TXN-104425,6462.64,340.4,3,0,3,2,0,1
TXN-104426,71.06,6.5,16,0,1,0,0,0
TXN-104427,285.46,4.2,14,0,2,0,0,0
TXN-104428,114.14,2.2,22,0,1,0,0,0
TXN-104429,142.72,3.7,21,0,1,0,0,0
TXN-104430,15.76,0.4,6,0,1,1,0,0
TXN-104431,9.45,2.3,21,0,1,0,0,0
TXN-104432,37.46,6.3,7,0,1,0,0,0
TXN-104433,42.69,10.2,14,0,1,0,1,0
TXN-104434,225.44,1.7,16,1,1,0,0,0
TXN-104435,16.11,1.8,16,0,1,0,0,0
TXN-104436,41.86,4.4,13,0,1,0,0,0
TXN-104437,57.47,0.5,18,0,1,0,0,0
TXN-104438,22.4,13.0,21,0,1,1,0,0
TXN-104439,167.78,1.6,10,0,1,0,0,0
TXN-104440,22.77,1.6,19,0,2,0,0,0
TXN-104441,89.11,18.4,11,0,1,0,0,0
TXN-104442,141.68,1.2,18,0,1,0,0,0
TXN-104443,35.06,1.9,22,0,1,0,0,0
TXN-104444,48.88,2.6,7,0,1,0,0,0
TXN-104445,19.7,0.0,17,0,1,0,0,0
TXN-104446,9.97,2.4,18,0,1,0,0,0
TXN-104447,22.34,7.0,10,0,1,0,0,0
TXN-104448,76.32,13.1,22,0,2,0,0,0
TXN-104449,12.98,3.3,21,0,1,0,0,0
TXN-104450,69.39,3.1,9,0,1,0,0,0
TXN-104451,37.63,2.0,8,0,1,0,0,0
TXN-104452,35.0,1.3,16,0,1,0,0,0
TXN-104453,106.5,7.9,20,0,2,0,0,0
TXN-104454,161.72,0.7,8,0,1,0,0,0
TXN-104455,5.45,3.2,11,0,1,1,0,0
TXN-104456,45.27,0.1,10,0,1,0,0,0
TXN-104457,50.09,6.5,8,0,1,0,0,0
TXN-104458,38.52,3.3,9,0,1,0,0,0
TXN-104459,49.37,3.3,14,0,1,0,0,0
TXN-104460,94.88,2.2,13,0,1,0,0,0
TXN-104461,27.65,3.0,16,0,1,0,0,0
TXN-104462,45.56,1.4,20,0,1,0,0,0
TXN-104463,88.24,8.8,15,0,1,0,0,0
TXN-104464,51.81,2.7,6,0,2,0,0,0
TXN-104465,20.16,4.7,16,0,1,0,0,0
TXN-104466,70.02,4.2,12,1,1,0,0,0
TXN-104467,61.56,4.7,21,0,1,0,0,0
TXN-104468,80.47,12.8,15,0,1,0,0,0
TXN-104469,77.21,7.8,20,0,1,0,0,0
TXN-104470,50.69,3.5,9,0,1,0,0,0
TXN-104471,8.27,0.6,20,0,1,0,0,0
TXN-104472,78.35,5.8,6,0,1,0,0,0
TXN-104473,4.37,2.6,12,0,1,0,0,0
TXN-104474,28.51,0.0,18,0,1,0,0,0
TXN-104475,171.37,0.1,21,0,1,0,0,0
TXN-104476,62.49,2.3,6,0,1,0,0,0
TXN-104477,33.01,5.4,19,0,1,0,0,0
TXN-104478,22.53,2.1,7,0,2,0,0,0
TXN-104479,65.26,3.3,7,0,1,0,0,0
TXN-104480,74.04,3.5,13,0,1,0,0,0
TXN-104481,54.74,2.5,10,0,2,0,0,0
TXN-104482,48.31,7.2,21,0,1,1,0,0
TXN-104483,53.49,2.6,9,0,1,0,0,0
TXN-104484,50.31,2.5,20,0,2,0,0,0
TXN-104485,113.05,1.1,21,0,1,0,0,0
TXN-104486,29.5,15.9,18,0,1,0,0,0
TXN-104487,54.83,9.6,6,0,1,0,0,0
TXN-104488,5.14,5.9,20,0,1,0,0,0
TXN-104489,63.53,6.1,9,0,1,0,0,0
TXN-104490,61.09,0.8,20,0,1,0,0,0
TXN-104491,43.55,5.0,22,0,2,0,0,0
TXN-104492,22.58,3.9,12,0,1,0,0,0
TXN-104493,24.68,0.9,14,0,1,0,0,0
TXN-104494,54.3,1.2,9,0,1,0,0,0
TXN-104495,50.5,9.4,16,0,2,0,1,0
TXN-104496,24.41,0.5,11,0,1,0,0,0
TXN-104497,30.97,8.0,6,0,1,0,0,0
TXN-104498,55.05,3.9,12,0,2,0,0,0
TXN-104499,77.24,12.9,21,0,1,0,0,0
TXN-104500,115.55,9.9,18,0,1,0,0,0
TXN-104501,29.05,2.3,16,0,2,0,0,0
TXN-104502,14.33,4.5,9,0,1,0,0,0
TXN-104503,137.18,2.9,7,0,1,0,0,0
TXN-104504,45.21,4.5,14,0,1,0,0,0
TXN-104505,71.32,21.5,21,0,1,0,0,0
TXN-104506,14.5,2.6,9,0,1,0,0,0
TXN-104507,29.19,2.5,12,0,1,0,0,0
TXN-104508,74.64,0.4,8,0,1,0,0,0
TXN-104509,116.68,14.5,13,1,1,0,0,0
TXN-104510,96.03,28.6,22,0,2,0,0,0
TXN-104511,142.42,3.2,17,1,1,0,0,0
TXN-104512,63.89,2.3,16,0,1,0,0,0
TXN-104513,97.15,22.9,14,1,2,0,0,0
TXN-104514,28.0,6.6,17,0,1,0,0,0
TXN-104515,41.64,4.7,15,0,1,0,0,0
TXN-104516,50.73,1.3,17,0,2,0,0,0
TXN-104517,29.6,2.7,19,0,1,0,0,0
TXN-104518,30.97,9.6,21,0,1,0,0,0
TXN-104519,19.58,0.7,13,0,1,0,0,0
TXN-104520,80.14,8.9,11,0,1,0,0,0
TXN-104521,177.86,2.0,16,0,1,0,0,0
TXN-104522,31.22,5.7,22,1,2,0,0,0
TXN-104523,123.58,1.1,6,0,1,0,0,0
TXN-104524,49.57,3.8,17,1,1,0,0,0
TXN-104525,101.37,0.9,10,0,1,0,0,0
TXN-104526,75.54,5.6,7,1,1,0,0,0
TXN-104527,29.67,20.2,12,0,1,0,0,0
TXN-104528,49.92,11.2,20,0,1,0,0,0
TXN-104529,120.87,0.2,6,0,1,0,0,0
TXN-104530,38.37,9.5,19,0,1,0,0,0
TXN-104531,81.14,1.1,12,0,1,0,0,0
TXN-104532,19.89,4.3,18,0,1,0,0,0
TXN-104533,256.74,4.5,8,0,1,0,0,0
TXN-104534,27.79,1.3,14,0,1,0,0,0
TXN-104535,23.18,4.1,16,0,1,0,0,0
TXN-104536,25.36,0.6,16,0,2,0,0,0
TXN-104537,27.06,7.2,6,0,1,0,0,0
TXN-104538,49.86,3.6,6,0,1,0,0,0
TXN-104539,90.1,13.8,15,0,1,0,0,0
TXN-104540,28.84,5.6,15,0,1,0,0,0
TXN-104541,107.27,2.0,13,0,1,0,1,0
TXN-104542,42.54,1.4,8,0,1,0,0,0
TXN-104543,33.94,8.3,10,0,2,0,0,0
TXN-104544,113.58,9.3,7,1,1,0,0,0
TXN-104545,60.99,7.0,10,0,1,0,0,0
TXN-104546,15.24,3.6,20,1,1,0,0,0
TXN-104547,63.53,2.4,14,0,1,0,0,0
TXN-104548,75.05,1.6,9,0,1,0,0,0
TXN-104549,103.71,0.5,22,0,1,0,0,0
TXN-104550,27.02,1.2,17,0,1,0,0,0
TXN-104551,18.33,4.1,11,0,1,0,0,0
TXN-104552,82.82,1.0,15,0,1,0,0,0
TXN-104553,26.98,7.5,15,0,1,0,0,0
TXN-104554,33.44,7.5,6,0,1,0,0,0
TXN-104555,27.66,1.8,13,0,1,0,0,0
TXN-104556,77.41,2.6,22,0,1,0,0,0
TXN-104557,131.72,3.6,18,1,1,0,0,0
TXN-104558,61.53,21.0,16,0,1,0,0,0
TXN-104559,89.97,9.9,7,0,1,0,0,0
TXN-104560,28.24,1.3,8,0,1,1,0,0
TXN-104561,947.86,572.3,2,1,5,1,1,1
TXN-104562,34.14,8.8,12,0,1,0,0,0
TXN-104563,131.23,3.5,8,0,1,0,0,0
TXN-104564,75.97,7.0,21,0,1,0,0,0
TXN-104565,35.11,4.1,19,0,1,0,0,0
TXN-104566,13.75,1.7,14,0,1,0,0,0
TXN-104567,22.99,9.1,7,0,1,0,0,0
TXN-104568,27.41,0.4,13,0,2,0,0,0
TXN-104569,78.71,2.8,8,0,1,0,0,0
TXN-104570,38.01,6.5,18,0,1,0,0,0
TXN-104571,379.2,101.2,0,1,4,0,1,1
TXN-104572,85.92,3.2,11,0,1,0,0,0
TXN-104573,19.16,2.4,7,0,2,0,0,0
TXN-104574,148.51,3.7,18,0,1,0,0,0
TXN-104575,31.06,0.2,13,0,1,0,0,0
TXN-104576,211.91,7.3,15,0,2,0,0,0
TXN-104577,129.94,2.5,11,1,2,0,0,0
TXN-104578,24.46,2.7,18,0,1,0,0,0
TXN-104579,32.52,12.0,19,0,2,0,0,0
TXN-104580,939.76,416.6,5,1,6,2,1,1
TXN-104581,32.92,3.7,21,1,1,0,0,0
TXN-104582,40.22,1.8,20,0,1,0,0,0
TXN-104583,16.74,5.5,14,0,1,0,0,0
TXN-104584,30.79,0.1,13,0,1,0,0,0
TXN-104585,59.44,1.0,19,0,1,0,0,0
TXN-104586,46.2,7.1,22,0,1,0,0,0
TXN-104587,61.3,3.3,9,0,1,0,0,0
TXN-104588,47.43,8.6,9,0,1,0,0,0
TXN-104589,38.93,3.9,10,1,1,0,0,0
TXN-104590,79.68,0.9,17,0,1,1,0,0
TXN-104591,14.78,2.2,9,0,1,0,0,0
TXN-104592,246.77,1.6,18,0,1,0,0,0
TXN-104593,12.27,1.6,6,0,1,0,0,0
TXN-104594,48.94,4.5,12,0,1,1,0,0
TXN-104595,21.59,2.5,19,0,1,0,0,0
TXN-104596,37.98,9.7,18,0,1,0,0,0
TXN-104597,328.24,2.9,7,0,1,0,0,0
TXN-104598,70.67,10.4,20,0,1,0,0,0
TXN-104599,64.92,2.7,13,0,1,0,0,0
TXN-104600,26.21,2.7,15,0,1,0,0,0
TXN-104601,31.18,6.6,20,0,1,0,0,0
TXN-104602,20.31,3.1,9,0,1,0,0,0
TXN-104603,18.82,3.8,8,0,1,0,0,0
TXN-104604,35.68,10.1,21,0,1,1,0,0
TXN-104605,72.57,10.0,19,0,1,0,1,0
TXN-104606,21.84,0.5,9,0,1,0,0,0
TXN-104607,115.72,6.0,7,0,2,0,1,0
TXN-104608,24.87,0.4,11,0,1,0,0,0
TXN-104609,141.05,2.2,17,0,1,0,0,0
TXN-104610,157.43,0.7,20,0,1,0,0,0
TXN-104611,42.16,11.3,22,0,1,0,0,0
TXN-104612,45.36,4.9,9,0,1,0,0,0
TXN-104613,33.42,2.9,12,0,1,0,0,0
TXN-104614,34.53,2.9,11,0,1,0,0,0
TXN-104615,36.23,1.6,11,0,1,0,0,0
TXN-104616,29.28,2.6,8,0,1,0,0,0
TXN-104617,79.4,20.4,11,0,1,0,0,0
TXN-104618,50.73,2.1,14,0,1,0,0,0
TXN-104619,229.2,78.1,1,1,4,2,1,1
TXN-104620,27.55,7.9,20,1,1,0,0,0
TXN-104621,18.86,2.1,8,0,1,0,0,0
TXN-104622,39.68,1.5,9,0,1,0,0,0
TXN-104623,82.88,4.6,8,0,1,0,0,0
TXN-104624,44.27,4.5,15,0,1,0,0,0
TXN-104625,202.83,15.1,18,0,2,0,0,0
TXN-104626,63.49,5.5,8,0,1,0,0,0
TXN-104627,113.72,2.0,9,0,1,0,0,0
TXN-104628,75.66,6.1,7,0,1,0,0,0
TXN-104629,123.24,7.1,6,0,1,0,0,0
TXN-104630,16.19,3.1,18,1,1,0,0,0
TXN-104631,85.26,4.0,6,0,1,0,0,0
TXN-104632,84.39,7.2,12,0,1,0,0,0
TXN-104633,45.15,0.6,10,0,1,0,0,0
TXN-104634,23.46,4.4,12,0,1,0,0,0
TXN-104635,22.93,24.0,13,0,2,0,0,0
TXN-104636,59.04,3.6,12,0,1,1,0,0
TXN-104637,244.14,3.7,16,0,1,1,0,0
TXN-104638,49.94,0.7,21,0,1,0,0,0
TXN-104639,9.51,6.3,12,1,1,0,0,0
TXN-104640,22.68,2.3,13,0,1,0,0,0
TXN-104641,785.38,61.7,23,1,3,2,0,1
TXN-104642,43.46,0.9,13,0,1,0,0,0
TXN-104643,35.56,0.3,20,0,1,0,0,0
TXN-104644,129.34,5.0,18,0,1,0,0,0
TXN-104645,58.11,1.2,10,0,1,0,0,0
TXN-104646,77.66,2.4,19,0,1,0,0,0
TXN-104647,37.65,7.6,9,0,2,0,0,0
TXN-104648,52.15,8.4,11,0,1,0,0,0
TXN-104649,169.9,17.8,18,0,1,0,0,0
TXN-104650,20.75,3.9,19,0,1,0,0,0
TXN-104651,77.03,4.0,20,0,2,0,0,0
TXN-104652,10.44,0.9,21,0,1,0,0,0
TXN-104653,37.68,2.5,18,0,1,0,0,0
TXN-104654,22.52,5.9,22,0,1,0,0,0
TXN-104655,186.11,0.4,21,0,1,0,0,0
TXN-104656,39.74,3.1,15,0,1,0,0,0
TXN-104657,37.64,5.1,9,0,1,0,0,0
TXN-104658,169.4,2.2,7,0,1,0,0,0
TXN-104659,230.41,2.6,12,0,1,0,0,0
TXN-104660,15.01,0.4,19,0,1,0,0,0
TXN-104661,25.3,6.6,17,0,1,0,0,0
TXN-104662,66.86,12.4,7,0,1,1,0,0
TXN-104663,54.92,0.2,17,0,1,0,0,0
TXN-104664,26.38,5.6,12,1,2,0,0,0
TXN-104665,51.25,3.2,17,0,1,0,0,0
TXN-104666,57.17,4.6,9,0,1,1,0,0
TXN-104667,128.26,0.8,17,0,1,0,0,0
TXN-104668,39.31,1.0,22,0,1,0,0,0
TXN-104669,96.98,2.3,19,0,1,0,0,0
TXN-104670,18.82,14.1,22,0,1,1,0,0
TXN-104671,7.24,6.4,12,0,1,0,0,0
TXN-104672,148.19,5.1,16,0,2,0,0,0
TXN-104673,29.12,1.7,21,0,1,0,0,0
TXN-104674,37.01,2.1,20,0,1,0,0,0
TXN-104675,21.34,1.6,10,0,1,0,0,0
TXN-104676,80.39,2.8,12,0,1,1,0,0
TXN-104677,54.3,4.0,18,0,1,0,0,0
TXN-104678,34.33,3.5,22,0,1,0,0,0
TXN-104679,33.76,4.3,20,0,1,0,0,0
TXN-104680,13.34,4.2,12,0,1,0,0,0
TXN-104681,29.27,2.2,8,0,1,0,1,0
TXN-104682,26.12,0.9,18,0,1,0,0,0
TXN-104683,141.87,1.6,7,0,2,0,0,0
TXN-104684,28.47,3.5,7,0,1,0,0,0
TXN-104685,35.98,3.4,12,0,1,0,0,0
TXN-104686,48.65,2.5,19,0,1,0,0,0
TXN-104687,110.88,5.7,7,0,1,0,0,0
TXN-104688,38.6,3.9,8,0,1,0,0,0
TXN-104689,20.64,2.5,21,0,1,0,0,0
TXN-104690,90.6,17.8,12,0,1,1,0,0
TXN-104691,47.38,10.6,18,0,1,0,0,0
TXN-104692,121.79,0.9,14,0,2,0,0,0
TXN-104693,21.09,1.1,14,0,1,0,0,0
TXN-104694,36.14,0.3,19,0,2,0,1,0
TXN-104695,48.85,2.6,17,0,1,0,0,0
TXN-104696,34.45,0.7,13,0,1,0,0,0
TXN-104697,140.19,1.6,7,0,1,0,0,0
TXN-104698,18.51,5.7,6,0,1,0,0,0
TXN-104699,22.7,0.6,10,0,2,0,0,0
TXN-104700,13.85,9.8,12,0,2,0,0,0
TXN-104701,41.95,0.5,9,0,2,0,0,0
TXN-104702,55.81,2.3,7,0,1,0,0,0
TXN-104703,10.29,3.5,11,0,1,0,0,0
TXN-104704,36.57,0.6,9,0,1,0,0,0
TXN-104705,115.07,24.7,14,0,1,0,0,0
TXN-104706,195.84,0.6,13,1,1,0,0,0
TXN-104707,127.66,14.2,19,0,1,0,0,0
TXN-104708,106.6,8.6,19,0,1,0,0,0
TXN-104709,80.28,3.9,6,0,1,0,0,0
TXN-104710,231.15,0.0,15,0,1,0,0,0
TXN-104711,41.54,1.9,9,0,1,0,0,0
TXN-104712,64.63,4.7,17,0,2,0,0,0
TXN-104713,121.29,5.7,19,0,1,0,0,0
TXN-104714,152.35,2.8,14,0,1,0,0,0
TXN-104715,18.66,10.5,6,0,1,0,0,0
TXN-104716,88.47,1.8,18,0,1,1,0,0
TXN-104717,34.42,2.9,19,1,1,0,0,0
TXN-104718,65.05,5.1,11,0,2,0,0,0
TXN-104719,50.17,2.1,15,0,1,0,0,0
TXN-104720,67.64,10.7,17,0,1,0,0,0
TXN-104721,30.25,0.2,13,0,1,0,0,0
TXN-104722,5.9,20.1,18,0,1,0,0,0
TXN-104723,225.75,0.6,22,1,1,0,0,0
TXN-104724,29.53,2.0,6,0,1,0,0,0
TXN-104725,77.14,2.3,7,0,1,0,0,0
TXN-104726,49.81,0.1,10,0,1,0,0,0
TXN-104727,30.23,11.3,17,0,1,0,0,0
TXN-104728,159.54,1.5,6,0,1,0,0,0
TXN-104729,47.34,6.2,22,0,2,0,0,0
TXN-104730,67.44,5.0,20,0,2,1,0,0
TXN-104731,56.23,0.7,17,0,1,0,0,0
TXN-104732,7.01,5.1,7,0,1,0,0,0
TXN-104733,158.99,3.7,22,0,1,0,0,0
TXN-104734,33.8,4.2,19,0,2,0,0,0
TXN-104735,18.75,3.1,22,0,2,1,0,0
TXN-104736,33.57,5.1,9,0,2,0,0,0
TXN-104737,23.07,1.2,12,0,1,0,0,0
TXN-104738,97.14,0.3,16,0,1,0,0,0
TXN-104739,42.45,12.7,7,0,1,0,0,0
TXN-104740,38.22,1.1,16,0,1,0,0,0
TXN-104741,12.57,4.0,22,0,1,0,0,0
TXN-104742,36.63,3.5,21,0,1,0,0,0
TXN-104743,140.9,7.1,20,0,1,0,0,0
TXN-104744,18.44,9.3,12,0,1,0,0,0
TXN-104745,27.71,7.4,8,0,2,0,0,0
TXN-104746,26.19,0.6,11,0,1,1,0,0
TXN-104747,102.04,6.3,11,0,1,0,0,0
TXN-104748,96.2,1.9,16,0,1,0,0,0
TXN-104749,13.41,0.7,22,0,1,0,0,0
TXN-104750,69.59,3.9,16,0,2,0,1,0
TXN-104751,70.51,3.0,18,0,1,0,0,0
TXN-104752,68.54,6.1,21,0,1,0,0,0
TXN-104753,329.62,0.6,17,0,1,0,0,0
TXN-104754,18.14,13.2,9,0,1,0,0,0
TXN-104755,33.8,0.4,20,0,2,0,0,0
TXN-104756,151.83,1.9,6,0,1,0,0,0
TXN-104757,34.52,2.2,14,0,1,0,0,0
TXN-104758,46.27,0.8,10,0,1,0,0,0
TXN-104759,42.87,3.3,14,0,1,0,0,0
TXN-104760,19.58,7.4,20,0,1,0,0,0
TXN-104761,26.34,4.8,8,0,1,0,0,0
TXN-104762,24.46,1.7,9,0,1,0,0,0
TXN-104763,18.49,8.8,21,0,1,0,0,0
TXN-104764,59.86,6.5,8,1,2,0,0,0
TXN-104765,136.95,3.3,14,0,2,0,0,0
TXN-104766,31.52,0.6,9,0,1,0,0,0
TXN-104767,157.98,14.3,22,0,1,0,0,0
TXN-104768,104.27,4.5,8,0,1,0,0,0
TXN-104769,44.27,10.6,19,0,1,0,0,0
TXN-104770,41.0,8.5,22,0,1,0,0,0
TXN-104771,225.63,1.0,12,0,1,0,0,0
TXN-104772,14.59,8.4,13,0,1,0,1,0
TXN-104773,222.89,86.4,4,1,5,2,0,1
TXN-104774,42.8,6.1,18,0,1,1,0,0
TXN-104775,80.6,4.1,20,0,1,0,0,0
TXN-104776,10.04,4.0,22,1,1,0,0,0
TXN-104777,17.14,0.1,10,0,2,0,0,0
TXN-104778,21.45,1.0,22,0,2,0,0,0
TXN-104779,72.75,11.5,13,0,1,1,0,0
TXN-104780,82.16,4.4,11,0,1,1,0,0
TXN-104781,51.57,1.0,19,0,1,0,0,0
TXN-104782,15.2,2.5,22,0,1,0,0,0
TXN-104783,72.22,3.7,17,0,1,0,0,0
TXN-104784,15.19,8.9,7,0,1,0,0,0
TXN-104785,99.04,1.2,18,0,1,0,0,0
TXN-104786,29.38,1.1,6,0,1,0,0,0
TXN-104787,38.92,9.9,17,0,1,0,0,0
TXN-104788,262.02,2.1,11,1,2,0,0,0
TXN-104789,259.13,5.0,13,0,1,0,0,0
TXN-104790,21.87,11.9,22,0,1,0,0,0
TXN-104791,77.36,4.2,14,0,1,0,0,0
TXN-104792,42.81,5.6,19,0,1,0,0,0
TXN-104793,44.19,4.4,10,0,1,0,0,0
TXN-104794,39.82,9.2,19,0,1,0,0,0
TXN-104795,35.87,10.1,19,0,2,0,0,0
TXN-104796,42.72,0.1,20,0,2,0,0,0
TXN-104797,26.58,0.7,8,0,1,0,0,0
TXN-104798,12.85,0.9,17,0,1,0,0,0
TXN-104799,173.27,6.5,17,0,1,0,0,0
TXN-104800,297.06,2.6,6,0,2,0,0,0
TXN-104801,128.79,9.8,9,0,1,0,0,0
TXN-104802,23.33,7.3,15,0,1,0,0,0
TXN-104803,17.76,27.1,11,0,1,0,0,0
TXN-104804,39.57,14.2,18,1,1,0,0,0
TXN-104805,16.38,0.3,10,0,1,0,0,0
TXN-104806,78.22,8.2,22,0,1,0,0,0
TXN-104807,35.59,8.4,16,0,1,0,0,0
TXN-104808,74.75,0.5,8,0,1,0,0,0
TXN-104809,52.59,8.4,10,0,1,0,0,0
TXN-104810,18.58,1.4,14,0,1,0,0,0
TXN-104811,133.72,2.3,16,0,1,0,0,0
TXN-104812,75.45,11.1,8,0,1,0,0,0
TXN-104813,21.26,20.0,15,0,1,0,0,0
TXN-104814,393.92,6.4,8,0,1,0,0,0
TXN-104815,34.91,11.0,15,0,1,1,0,0
TXN-104816,88.6,3.2,15,0,1,0,0,0
TXN-104817,23.23,4.3,16,0,1,0,0,0
TXN-104818,33.75,2.2,17,1,1,0,0,0
TXN-104819,43.13,3.7,9,0,1,0,0,0
TXN-104820,204.04,4.2,7,0,1,0,0,0
TXN-104821,74.84,4.3,16,0,1,0,0,0
TXN-104822,206.36,4.7,19,0,2,0,0,0
TXN-104823,67.49,1.1,16,0,1,0,0,0
TXN-104824,15.31,7.0,22,0,1,0,0,0
TXN-104825,63.8,0.8,7,1,1,0,0,0
TXN-104826,141.6,0.9,18,0,1,0,0,0
TXN-104827,97.37,11.0,14,0,1,0,0,0
TXN-104828,51.53,6.5,15,0,1,0,0,0
TXN-104829,82.03,3.9,17,0,1,0,0,0
TXN-104830,16.05,16.4,11,0,1,0,0,0
TXN-104831,60.36,0.4,15,0,1,0,0,0
TXN-104832,17.25,0.4,20,0,1,0,0,0
TXN-104833,90.48,9.1,15,0,1,0,0,0
TXN-104834,20.45,2.3,17,0,1,0,0,0
TXN-104835,43.32,3.0,9,0,1,0,0,0
TXN-104836,88.91,1.6,21,0,1,0,0,0
TXN-104837,46.99,3.2,15,0,1,0,0,0
TXN-104838,43.38,1.2,7,0,1,0,0,0
TXN-104839,5121.4,168.1,1,1,5,1,0,1
TXN-104840,27.02,4.3,21,0,1,0,0,0
TXN-104841,67.39,2.7,13,0,1,0,0,0
TXN-104842,276.07,0.8,15,0,1,0,0,0
TXN-104843,48.79,4.5,12,0,1,0,0,0
TXN-104844,59.22,1.8,9,0,2,0,0,0
TXN-104845,92.67,0.9,16,0,1,0,0,0
TXN-104846,99.96,11.3,10,0,2,0,0,0
TXN-104847,47.5,3.7,19,0,2,0,0,0
TXN-104848,44.52,3.0,17,0,2,0,0,0
TXN-104849,138.21,0.9,20,0,2,0,0,0
TXN-104850,52.83,6.3,12,0,1,0,0,0
TXN-104851,42.68,6.7,8,0,1,0,0,0
TXN-104852,82.03,3.0,16,0,2,0,0,0
TXN-104853,6.11,9.7,17,0,1,0,0,0
TXN-104854,19.2,8.1,16,0,1,1,0,0
TXN-104855,15.32,4.6,22,1,1,0,0,0
TXN-104856,56.73,11.6,8,0,1,0,0,0
TXN-104857,140.03,4.3,19,0,1,0,0,0
TXN-104858,137.22,2.0,18,0,1,0,0,0
TXN-104859,25.04,1.3,7,0,2,0,0,0
TXN-104860,47.77,3.0,13,1,1,0,0,0
TXN-104861,116.15,3.8,12,0,2,0,0,0
TXN-104862,11.24,11.2,8,0,1,0,0,0
TXN-104863,53.16,2.3,16,0,2,0,0,0
TXN-104864,39.33,2.2,19,0,1,0,0,0
TXN-104865,9.0,1.0,20,0,1,0,0,0
TXN-104866,56.79,0.6,22,0,1,0,0,0
TXN-104867,117.88,8.6,16,1,2,0,0,0
TXN-104868,9.34,2.6,22,1,1,0,0,0
TXN-104869,206.69,3.2,19,0,1,0,0,0
TXN-104870,40.52,10.0,15,1,1,0,0,0
TXN-104871,65.68,5.7,12,0,1,0,0,0
TXN-104872,4.21,6.7,10,0,1,0,0,0
TXN-104873,28.71,1.0,20,0,1,0,0,0
TXN-104874,21.34,6.4,20,0,1,0,0,0
TXN-104875,32.87,1.7,20,1,1,0,0,0
TXN-104876,14.28,3.3,12,0,1,0,0,0
TXN-104877,25.38,2.2,8,0,1,0,0,0
TXN-104878,283.25,9.4,10,0,1,0,0,0
TXN-104879,103.85,1.2,16,0,1,0,0,0
TXN-104880,100.02,6.3,20,0,1,0,0,0
TXN-104881,202.5,1.3,9,0,2,0,0,0
TXN-104882,16.25,10.4,17,0,1,0,0,0
TXN-104883,81.97,1.0,21,1,1,0,0,0
TXN-104884,32.15,0.7,15,0,1,0,0,0
TXN-104885,52.12,9.0,11,0,1,0,0,0
TXN-104886,22.0,4.4,11,0,1,0,0,0
TXN-104887,22.71,15.3,14,0,2,0,0,0
TXN-104888,22.62,2.0,11,0,1,0,0,0
TXN-104889,142.89,0.2,19,0,2,0,0,0
TXN-104890,99.99,1.5,15,0,1,0,0,0
TXN-104891,10.42,2.1,16,0,1,0,0,0
TXN-104892,23.39,17.7,20,0,2,0,0,0
TXN-104893,37.07,4.8,18,0,1,0,0,0
TXN-104894,925.8,180.2,4,1,3,1,1,1
TXN-104895,18.17,7.1,22,0,2,0,0,0
TXN-104896,34.03,9.9,21,0,1,0,0,0
TXN-104897,16.43,4.1,9,0,2,0,0,0
